#Flux file (2D) for RDK2
# measurments by Jeff Nico
# extracted and reformatted by Matthew Bales
#Transposed Field (1=true,0=false)
0
# [Start(cm)] [Spacing (cm)] [# of Entries]
-1.49 0.06 150
-1.49 0.06 150
# [x(cm)][y(cm)][Potential (V)]
-6.500000e-01 9.100000e-01 6.562501e-02
-6.500000e-01 9.300000e-01 3.855265e-02
-6.500000e-01 9.500000e-01 3.159368e-02
-6.500000e-01 9.700000e-01 2.689252e-02
-6.500000e-01 9.900000e-01 1.583369e-02
-6.500000e-01 1.010000e+00 1.007739e-02
-6.500000e-01 1.030000e+00 5.889088e-03
-6.500000e-01 1.050000e+00 6.211704e-04
-6.500000e-01 1.070000e+00 7.691883e-03
-6.500000e-01 1.090000e+00 8.423968e-04
-6.500000e-01 1.110000e+00 2.402567e-03
-6.500000e-01 1.130000e+00 1.329415e-04
-6.500000e-01 1.150000e+00 0.000000e+00
-6.500000e-01 1.170000e+00 0.000000e+00
-6.500000e-01 1.190000e+00 0.000000e+00
-6.500000e-01 1.210000e+00 0.000000e+00
-6.500000e-01 1.230000e+00 0.000000e+00
-6.500000e-01 1.250000e+00 0.000000e+00
-6.500000e-01 1.270000e+00 0.000000e+00
-6.500000e-01 1.290000e+00 2.025721e-03
-6.500000e-01 1.310000e+00 6.386503e-04
-6.500000e-01 1.330000e+00 0.000000e+00
-6.500000e-01 1.350000e+00 0.000000e+00
-6.500000e-01 1.370000e+00 0.000000e+00
-6.500000e-01 1.390000e+00 0.000000e+00
-6.500000e-01 1.410000e+00 0.000000e+00
-6.500000e-01 1.430000e+00 0.000000e+00
-6.500000e-01 1.450000e+00 0.000000e+00
-6.500000e-01 1.470000e+00 0.000000e+00
-6.500000e-01 1.490000e+00 0.000000e+00
-6.300000e-01 -1.490000e+00 0.000000e+00
-6.300000e-01 -1.470000e+00 0.000000e+00
-6.300000e-01 -1.450000e+00 1.046934e-03
-6.300000e-01 -1.430000e+00 0.000000e+00
-6.300000e-01 -1.410000e+00 0.000000e+00
-6.300000e-01 -1.390000e+00 0.000000e+00
-6.300000e-01 -1.370000e+00 1.130046e-04
-6.300000e-01 -1.350000e+00 0.000000e+00
-6.300000e-01 -1.330000e+00 0.000000e+00
-6.300000e-01 -1.310000e+00 0.000000e+00
-6.300000e-01 -1.290000e+00 2.090965e-03
-6.300000e-01 -1.270000e+00 0.000000e+00
-6.300000e-01 -1.250000e+00 1.461416e-03
-6.300000e-01 -1.230000e+00 0.000000e+00
-6.300000e-01 -1.210000e+00 7.235845e-04
-6.300000e-01 -1.190000e+00 2.356085e-03
-6.300000e-01 -1.170000e+00 1.499766e-02
-6.300000e-01 -1.150000e+00 1.561916e-02
-6.300000e-01 -1.130000e+00 9.653835e-03
-6.300000e-01 -1.110000e+00 1.341904e-02
-6.300000e-01 -1.090000e+00 2.828495e-02
-6.300000e-01 -1.070000e+00 3.172934e-02
-6.300000e-01 -1.050000e+00 3.760400e-02
-6.300000e-01 -1.030000e+00 3.717802e-02
-6.300000e-01 -1.010000e+00 4.574014e-02
-6.300000e-01 -9.900000e-01 4.647661e-02
-6.300000e-01 -9.700000e-01 5.153914e-02
-6.300000e-01 -9.500000e-01 7.825037e-02
-6.300000e-01 -9.300000e-01 8.717448e-02
-6.300000e-01 -9.100000e-01 1.115140e-01
-6.300000e-01 -8.900000e-01 1.282236e-01
-6.300000e-01 -8.700000e-01 1.648706e-01
-6.300000e-01 -8.500000e-01 1.922160e-01
-6.300000e-01 -8.300000e-01 1.511522e-01
-6.300000e-01 -8.100000e-01 1.819276e-01
-6.300000e-01 -7.900000e-01 2.052727e-01
-6.300000e-01 -7.700000e-01 2.371609e-01
-6.300000e-01 -7.500000e-01 2.131001e-01
-6.300000e-01 -7.300000e-01 1.923173e-01
-6.300000e-01 -7.100000e-01 2.649521e-01
-6.300000e-01 -6.900000e-01 2.611187e-01
-6.300000e-01 -6.700000e-01 2.596100e-01
-6.300000e-01 -6.500000e-01 3.725693e-01
-6.300000e-01 -6.300000e-01 3.289809e-01
-6.300000e-01 -6.100000e-01 3.820361e-01
-6.300000e-01 -5.900000e-01 3.939488e-01
-6.300000e-01 -5.700000e-01 3.861471e-01
-6.300000e-01 -5.500000e-01 4.055203e-01
-6.300000e-01 -5.300000e-01 3.879809e-01
-6.300000e-01 -5.100000e-01 4.335530e-01
-6.300000e-01 -4.900000e-01 5.068087e-01
-6.300000e-01 -4.700000e-01 4.783058e-01
-6.300000e-01 -4.500000e-01 4.723858e-01
-6.300000e-01 -4.300000e-01 4.433986e-01
-6.300000e-01 -4.100000e-01 5.039721e-01
-6.300000e-01 -3.900000e-01 5.117215e-01
-6.300000e-01 -3.700000e-01 4.931291e-01
-6.300000e-01 -3.500000e-01 4.765471e-01
-6.300000e-01 -3.300000e-01 4.861724e-01
-6.300000e-01 -3.100000e-01 5.256395e-01
-6.300000e-01 -2.900000e-01 5.626538e-01
-6.300000e-01 -2.700000e-01 5.457431e-01
-6.300000e-01 -2.500000e-01 6.332478e-01
-6.300000e-01 -2.300000e-01 6.002683e-01
-6.300000e-01 -2.100000e-01 5.329733e-01
-6.300000e-01 -1.900000e-01 5.463177e-01
-6.300000e-01 -1.700000e-01 5.692043e-01
-6.300000e-01 -1.500000e-01 6.473949e-01
-6.300000e-01 -1.300000e-01 6.243167e-01
-6.300000e-01 -1.100000e-01 6.165918e-01
-6.300000e-01 -9.000000e-02 6.116380e-01
-6.300000e-01 -7.000000e-02 6.570013e-01
-6.300000e-01 -5.000000e-02 6.330257e-01
-6.300000e-01 -3.000000e-02 6.771182e-01
-6.300000e-01 -1.000000e-02 6.736838e-01
-6.300000e-01 1.000000e-02 6.439982e-01
-6.300000e-01 3.000000e-02 6.555054e-01
-6.300000e-01 5.000000e-02 5.659196e-01
-6.300000e-01 7.000000e-02 5.194076e-01
-6.300000e-01 9.000000e-02 5.665154e-01
-6.300000e-01 1.100000e-01 5.425937e-01
-6.300000e-01 1.300000e-01 5.347524e-01
-6.300000e-01 1.500000e-01 6.019549e-01
-6.300000e-01 1.700000e-01 5.402198e-01
-6.300000e-01 1.900000e-01 6.114235e-01
-6.300000e-01 2.100000e-01 5.472767e-01
-6.300000e-01 2.300000e-01 4.552210e-01
-6.300000e-01 2.500000e-01 4.999222e-01
-6.300000e-01 2.700000e-01 4.770489e-01
-6.300000e-01 2.900000e-01 4.613306e-01
-6.300000e-01 3.100000e-01 4.480903e-01
-6.300000e-01 3.300000e-01 4.981715e-01
-6.300000e-01 3.500000e-01 4.728003e-01
-6.300000e-01 3.700000e-01 4.669483e-01
-6.300000e-01 3.900000e-01 4.113244e-01
-6.300000e-01 4.100000e-01 3.988871e-01
-6.300000e-01 4.300000e-01 3.666673e-01
-6.300000e-01 4.500000e-01 3.077002e-01
-6.300000e-01 4.700000e-01 3.590898e-01
-6.300000e-01 4.900000e-01 3.877086e-01
-6.300000e-01 5.100000e-01 3.565155e-01
-6.300000e-01 5.300000e-01 3.476191e-01
-6.300000e-01 5.500000e-01 3.364550e-01
-6.300000e-01 5.700000e-01 2.612563e-01
-6.300000e-01 5.900000e-01 2.766954e-01
-6.300000e-01 6.100000e-01 2.012725e-01
-6.300000e-01 6.300000e-01 2.454668e-01
-6.300000e-01 6.500000e-01 2.515766e-01
-6.300000e-01 6.700000e-01 2.507386e-01
-6.300000e-01 6.900000e-01 2.005664e-01
-6.300000e-01 7.100000e-01 1.817358e-01
-6.300000e-01 7.300000e-01 1.873467e-01
-6.300000e-01 7.500000e-01 1.650447e-01
-6.300000e-01 7.700000e-01 1.272568e-01
-6.300000e-01 7.900000e-01 1.039080e-01
-6.300000e-01 8.100000e-01 1.500661e-01
-6.300000e-01 8.300000e-01 9.791644e-02
-6.300000e-01 8.500000e-01 7.178920e-02
-6.300000e-01 8.700000e-01 7.422626e-02
-6.300000e-01 8.900000e-01 6.178448e-02
-6.300000e-01 9.100000e-01 6.987460e-02
-6.300000e-01 9.300000e-01 4.487953e-02
-6.300000e-01 9.500000e-01 3.705248e-02
-6.300000e-01 9.700000e-01 2.733435e-02
-6.300000e-01 9.900000e-01 1.690365e-02
-6.300000e-01 1.010000e+00 1.337489e-02
-6.300000e-01 1.030000e+00 1.265232e-02
-6.300000e-01 1.050000e+00 1.009424e-02
-6.300000e-01 1.070000e+00 1.945938e-03
-6.300000e-01 1.090000e+00 0.000000e+00
-6.300000e-01 1.110000e+00 8.049366e-04
-6.300000e-01 1.130000e+00 4.580601e-04
-6.300000e-01 1.150000e+00 0.000000e+00
-6.300000e-01 1.170000e+00 0.000000e+00
-6.300000e-01 1.190000e+00 2.464786e-03
-6.300000e-01 1.210000e+00 4.307491e-04
-6.300000e-01 1.230000e+00 1.926627e-04
-6.300000e-01 1.250000e+00 3.009972e-03
-6.300000e-01 1.270000e+00 0.000000e+00
-6.300000e-01 1.290000e+00 0.000000e+00
-6.300000e-01 1.310000e+00 0.000000e+00
-6.300000e-01 1.330000e+00 0.000000e+00
-6.300000e-01 1.350000e+00 0.000000e+00
-6.300000e-01 1.370000e+00 0.000000e+00
-6.300000e-01 1.390000e+00 0.000000e+00
-6.300000e-01 1.410000e+00 0.000000e+00
-6.300000e-01 1.430000e+00 9.548574e-04
-6.300000e-01 1.450000e+00 0.000000e+00
-6.300000e-01 1.470000e+00 0.000000e+00
-6.300000e-01 1.490000e+00 0.000000e+00
-6.100000e-01 -1.490000e+00 0.000000e+00
-6.100000e-01 -1.470000e+00 0.000000e+00
-6.100000e-01 -1.450000e+00 0.000000e+00
-6.100000e-01 -1.430000e+00 0.000000e+00
-6.100000e-01 -1.410000e+00 7.166367e-05
-6.100000e-01 -1.390000e+00 0.000000e+00
-6.100000e-01 -1.370000e+00 7.157126e-04
-6.100000e-01 -1.350000e+00 1.883591e-04
-6.100000e-01 -1.330000e+00 0.000000e+00
-6.100000e-01 -1.310000e+00 6.825206e-03
-6.100000e-01 -1.290000e+00 1.258470e-03
-6.100000e-01 -1.270000e+00 9.879317e-04
-6.100000e-01 -1.250000e+00 2.184549e-03
-6.100000e-01 -1.230000e+00 0.000000e+00
-6.100000e-01 -1.210000e+00 5.784372e-04
-6.100000e-01 -1.190000e+00 5.929010e-03
-6.100000e-01 -1.170000e+00 4.499564e-03
-6.100000e-01 -1.150000e+00 1.096755e-02
-6.100000e-01 -1.130000e+00 3.838641e-03
-6.100000e-01 -1.110000e+00 6.709020e-03
-6.100000e-01 -1.090000e+00 1.281586e-02
-6.100000e-01 -1.070000e+00 3.838154e-02
-6.100000e-01 -1.050000e+00 4.059330e-02
-6.100000e-01 -1.030000e+00 4.918253e-02
-6.100000e-01 -1.010000e+00 7.418695e-02
-6.100000e-01 -9.900000e-01 7.083174e-02
-6.100000e-01 -9.700000e-01 8.551423e-02
-6.100000e-01 -9.500000e-01 8.627188e-02
-6.100000e-01 -9.300000e-01 1.065968e-01
-6.100000e-01 -9.100000e-01 1.384492e-01
-6.100000e-01 -8.900000e-01 1.271001e-01
-6.100000e-01 -8.700000e-01 1.508600e-01
-6.100000e-01 -8.500000e-01 1.657426e-01
-6.100000e-01 -8.300000e-01 1.619970e-01
-6.100000e-01 -8.100000e-01 1.830502e-01
-6.100000e-01 -7.900000e-01 1.914743e-01
-6.100000e-01 -7.700000e-01 2.201397e-01
-6.100000e-01 -7.500000e-01 2.279711e-01
-6.100000e-01 -7.300000e-01 2.649521e-01
-6.100000e-01 -7.100000e-01 2.839792e-01
-6.100000e-01 -6.900000e-01 2.756287e-01
-6.100000e-01 -6.700000e-01 2.718797e-01
-6.100000e-01 -6.500000e-01 3.388253e-01
-6.100000e-01 -6.300000e-01 4.085195e-01
-6.100000e-01 -6.100000e-01 4.048094e-01
-6.100000e-01 -5.900000e-01 4.207397e-01
-6.100000e-01 -5.700000e-01 3.365141e-01
-6.100000e-01 -5.500000e-01 3.543947e-01
-6.100000e-01 -5.300000e-01 4.232569e-01
-6.100000e-01 -5.100000e-01 4.094524e-01
-6.100000e-01 -4.900000e-01 4.263872e-01
-6.100000e-01 -4.700000e-01 5.018550e-01
-6.100000e-01 -4.500000e-01 4.987836e-01
-6.100000e-01 -4.300000e-01 5.051225e-01
-6.100000e-01 -4.100000e-01 5.444048e-01
-6.100000e-01 -3.900000e-01 5.883869e-01
-6.100000e-01 -3.700000e-01 5.681073e-01
-6.100000e-01 -3.500000e-01 5.285052e-01
-6.100000e-01 -3.300000e-01 5.158668e-01
-6.100000e-01 -3.100000e-01 6.070432e-01
-6.100000e-01 -2.900000e-01 5.464136e-01
-6.100000e-01 -2.700000e-01 5.349400e-01
-6.100000e-01 -2.500000e-01 6.194095e-01
-6.100000e-01 -2.300000e-01 5.796812e-01
-6.100000e-01 -2.100000e-01 6.353611e-01
-6.100000e-01 -1.900000e-01 6.141099e-01
-6.100000e-01 -1.700000e-01 6.739201e-01
-6.100000e-01 -1.500000e-01 6.513804e-01
-6.100000e-01 -1.300000e-01 6.815255e-01
-6.100000e-01 -1.100000e-01 6.394969e-01
-6.100000e-01 -9.000000e-02 6.479628e-01
-6.100000e-01 -7.000000e-02 6.169163e-01
-6.100000e-01 -5.000000e-02 6.712077e-01
-6.100000e-01 -3.000000e-02 6.590783e-01
-6.100000e-01 -1.000000e-02 6.769995e-01
-6.100000e-01 1.000000e-02 6.897002e-01
-6.100000e-01 3.000000e-02 7.058495e-01
-6.100000e-01 5.000000e-02 5.933607e-01
-6.100000e-01 7.000000e-02 5.689049e-01
-6.100000e-01 9.000000e-02 5.939854e-01
-6.100000e-01 1.100000e-01 6.470544e-01
-6.100000e-01 1.300000e-01 6.487586e-01
-6.100000e-01 1.500000e-01 5.314798e-01
-6.100000e-01 1.700000e-01 6.007948e-01
-6.100000e-01 1.900000e-01 5.432602e-01
-6.100000e-01 2.100000e-01 5.408835e-01
-6.100000e-01 2.300000e-01 5.638392e-01
-6.100000e-01 2.500000e-01 4.920060e-01
-6.100000e-01 2.700000e-01 4.663753e-01
-6.100000e-01 2.900000e-01 4.660482e-01
-6.100000e-01 3.100000e-01 4.769653e-01
-6.100000e-01 3.300000e-01 4.497441e-01
-6.100000e-01 3.500000e-01 4.790615e-01
-6.100000e-01 3.700000e-01 4.328690e-01
-6.100000e-01 3.900000e-01 4.427768e-01
-6.100000e-01 4.100000e-01 4.238514e-01
-6.100000e-01 4.300000e-01 4.119744e-01
-6.100000e-01 4.500000e-01 4.129151e-01
-6.100000e-01 4.700000e-01 4.092369e-01
-6.100000e-01 4.900000e-01 3.688614e-01
-6.100000e-01 5.100000e-01 3.554535e-01
-6.100000e-01 5.300000e-01 3.216725e-01
-6.100000e-01 5.500000e-01 2.940239e-01
-6.100000e-01 5.700000e-01 2.839792e-01
-6.100000e-01 5.900000e-01 2.591545e-01
-6.100000e-01 6.100000e-01 2.650917e-01
-6.100000e-01 6.300000e-01 2.595644e-01
-6.100000e-01 6.500000e-01 2.180613e-01
-6.100000e-01 6.700000e-01 2.368279e-01
-6.100000e-01 6.900000e-01 1.990217e-01
-6.100000e-01 7.100000e-01 1.845362e-01
-6.100000e-01 7.300000e-01 2.017328e-01
-6.100000e-01 7.500000e-01 1.785692e-01
-6.100000e-01 7.700000e-01 1.229410e-01
-6.100000e-01 7.900000e-01 1.428537e-01
-6.100000e-01 8.100000e-01 1.260307e-01
-6.100000e-01 8.300000e-01 1.071617e-01
-6.100000e-01 8.500000e-01 9.308545e-02
-6.100000e-01 8.700000e-01 9.479134e-02
-6.100000e-01 8.900000e-01 1.028696e-01
-6.100000e-01 9.100000e-01 6.803468e-02
-6.100000e-01 9.300000e-01 5.997509e-02
-6.100000e-01 9.500000e-01 5.971036e-02
-6.100000e-01 9.700000e-01 4.684091e-02
-6.100000e-01 9.900000e-01 3.632732e-02
-6.100000e-01 1.010000e+00 2.170690e-02
-6.100000e-01 1.030000e+00 3.122356e-02
-6.100000e-01 1.050000e+00 5.601145e-03
-6.100000e-01 1.070000e+00 1.805767e-03
-6.100000e-01 1.090000e+00 8.617604e-03
-6.100000e-01 1.110000e+00 3.122421e-03
-6.100000e-01 1.130000e+00 0.000000e+00
-6.100000e-01 1.150000e+00 6.745867e-04
-6.100000e-01 1.170000e+00 1.585368e-03
-6.100000e-01 1.190000e+00 2.183084e-03
-6.100000e-01 1.210000e+00 0.000000e+00
-6.100000e-01 1.230000e+00 5.593618e-04
-6.100000e-01 1.250000e+00 2.041882e-03
-6.100000e-01 1.270000e+00 0.000000e+00
-6.100000e-01 1.290000e+00 0.000000e+00
-6.100000e-01 1.310000e+00 0.000000e+00
-6.100000e-01 1.330000e+00 0.000000e+00
-6.100000e-01 1.350000e+00 2.082957e-03
-6.100000e-01 1.370000e+00 0.000000e+00
-6.100000e-01 1.390000e+00 0.000000e+00
-6.100000e-01 1.410000e+00 0.000000e+00
-6.100000e-01 1.430000e+00 0.000000e+00
-6.100000e-01 1.450000e+00 0.000000e+00
-6.100000e-01 1.470000e+00 0.000000e+00
-6.100000e-01 1.490000e+00 0.000000e+00
-5.900000e-01 -1.490000e+00 0.000000e+00
-5.900000e-01 -1.470000e+00 0.000000e+00
-5.900000e-01 -1.450000e+00 0.000000e+00
-5.900000e-01 -1.430000e+00 5.967755e-04
-5.900000e-01 -1.410000e+00 0.000000e+00
-5.900000e-01 -1.390000e+00 0.000000e+00
-5.900000e-01 -1.370000e+00 0.000000e+00
-5.900000e-01 -1.350000e+00 1.155813e-03
-5.900000e-01 -1.330000e+00 0.000000e+00
-5.900000e-01 -1.310000e+00 1.008350e-04
-5.900000e-01 -1.290000e+00 5.571873e-03
-5.900000e-01 -1.270000e+00 1.763125e-03
-5.900000e-01 -1.250000e+00 0.000000e+00
-5.900000e-01 -1.230000e+00 1.174698e-03
-5.900000e-01 -1.210000e+00 4.253359e-04
-5.900000e-01 -1.190000e+00 1.256516e-03
-5.900000e-01 -1.170000e+00 1.088763e-03
-5.900000e-01 -1.150000e+00 1.062610e-02
-5.900000e-01 -1.130000e+00 9.735006e-03
-5.900000e-01 -1.110000e+00 2.559472e-02
-5.900000e-01 -1.090000e+00 2.478597e-02
-5.900000e-01 -1.070000e+00 3.914703e-02
-5.900000e-01 -1.050000e+00 4.451448e-02
-5.900000e-01 -1.030000e+00 5.652222e-02
-5.900000e-01 -1.010000e+00 6.657149e-02
-5.900000e-01 -9.900000e-01 7.553539e-02
-5.900000e-01 -9.700000e-01 7.372977e-02
-5.900000e-01 -9.500000e-01 1.163080e-01
-5.900000e-01 -9.300000e-01 1.218206e-01
-5.900000e-01 -9.100000e-01 1.373331e-01
-5.900000e-01 -8.900000e-01 1.422017e-01
-5.900000e-01 -8.700000e-01 1.714330e-01
-5.900000e-01 -8.500000e-01 1.846335e-01
-5.900000e-01 -8.300000e-01 1.767579e-01
-5.900000e-01 -8.100000e-01 1.774116e-01
-5.900000e-01 -7.900000e-01 2.072660e-01
-5.900000e-01 -7.700000e-01 2.091315e-01
-5.900000e-01 -7.500000e-01 2.411087e-01
-5.900000e-01 -7.300000e-01 2.750003e-01
-5.900000e-01 -7.100000e-01 2.935082e-01
-5.900000e-01 -6.900000e-01 2.773763e-01
-5.900000e-01 -6.700000e-01 3.333399e-01
-5.900000e-01 -6.500000e-01 3.359240e-01
-5.900000e-01 -6.300000e-01 3.470704e-01
-5.900000e-01 -6.100000e-01 4.175776e-01
-5.900000e-01 -5.900000e-01 3.985373e-01
-5.900000e-01 -5.700000e-01 3.723732e-01
-5.900000e-01 -5.500000e-01 4.253412e-01
-5.900000e-01 -5.300000e-01 4.101714e-01
-5.900000e-01 -5.100000e-01 4.340096e-01
-5.900000e-01 -4.900000e-01 4.275857e-01
-5.900000e-01 -4.700000e-01 4.810825e-01
-5.900000e-01 -4.500000e-01 4.680965e-01
-5.900000e-01 -4.300000e-01 4.916609e-01
-5.900000e-01 -4.100000e-01 4.936484e-01
-5.900000e-01 -3.900000e-01 5.848891e-01
-5.900000e-01 -3.700000e-01 5.715049e-01
-5.900000e-01 -3.500000e-01 6.181075e-01
-5.900000e-01 -3.300000e-01 6.380407e-01
-5.900000e-01 -3.100000e-01 5.997422e-01
-5.900000e-01 -2.900000e-01 6.528670e-01
-5.900000e-01 -2.700000e-01 6.143254e-01
-5.900000e-01 -2.500000e-01 6.303672e-01
-5.900000e-01 -2.300000e-01 6.378170e-01
-5.900000e-01 -2.100000e-01 6.687406e-01
-5.900000e-01 -1.900000e-01 6.726215e-01
-5.900000e-01 -1.700000e-01 6.414061e-01
-5.900000e-01 -1.500000e-01 7.126894e-01
-5.900000e-01 -1.300000e-01 6.579236e-01
-5.900000e-01 -1.100000e-01 6.194095e-01
-5.900000e-01 -9.000000e-02 6.449022e-01
-5.900000e-01 -7.000000e-02 6.555054e-01
-5.900000e-01 -5.000000e-02 6.004788e-01
-5.900000e-01 -3.000000e-02 6.883712e-01
-5.900000e-01 -1.000000e-02 6.508096e-01
-5.900000e-01 1.000000e-02 6.967502e-01
-5.900000e-01 3.000000e-02 6.622061e-01
-5.900000e-01 5.000000e-02 6.319167e-01
-5.900000e-01 7.000000e-02 5.880775e-01
-5.900000e-01 9.000000e-02 6.338033e-01
-5.900000e-01 1.100000e-01 6.769995e-01
-5.900000e-01 1.300000e-01 5.802915e-01
-5.900000e-01 1.500000e-01 6.336921e-01
-5.900000e-01 1.700000e-01 5.650271e-01
-5.900000e-01 1.900000e-01 5.520969e-01
-5.900000e-01 2.100000e-01 5.486221e-01
-5.900000e-01 2.300000e-01 5.529691e-01
-5.900000e-01 2.500000e-01 5.597995e-01
-5.900000e-01 2.700000e-01 5.468929e-01
-5.900000e-01 2.900000e-01 5.322260e-01
-5.900000e-01 3.100000e-01 5.435461e-01
-5.900000e-01 3.300000e-01 5.061868e-01
-5.900000e-01 3.500000e-01 4.860871e-01
-5.900000e-01 3.700000e-01 4.669483e-01
-5.900000e-01 3.900000e-01 4.653946e-01
-5.900000e-01 4.100000e-01 4.218484e-01
-5.900000e-01 4.300000e-01 4.719716e-01
-5.900000e-01 4.500000e-01 4.314286e-01
-5.900000e-01 4.700000e-01 4.573019e-01
-5.900000e-01 4.900000e-01 3.730927e-01
-5.900000e-01 5.100000e-01 3.384687e-01
-5.900000e-01 5.300000e-01 3.653186e-01
-5.900000e-01 5.500000e-01 3.187499e-01
-5.900000e-01 5.700000e-01 3.371052e-01
-5.900000e-01 5.900000e-01 2.759677e-01
-5.900000e-01 6.100000e-01 2.984964e-01
-5.900000e-01 6.300000e-01 2.578834e-01
-5.900000e-01 6.500000e-01 2.559885e-01
-5.900000e-01 6.700000e-01 2.391687e-01
-5.900000e-01 6.900000e-01 1.697236e-01
-5.900000e-01 7.100000e-01 2.162302e-01
-5.900000e-01 7.300000e-01 1.988120e-01
-5.900000e-01 7.500000e-01 1.948004e-01
-5.900000e-01 7.700000e-01 1.335204e-01
-5.900000e-01 7.900000e-01 1.217992e-01
-5.900000e-01 8.100000e-01 1.187918e-01
-5.900000e-01 8.300000e-01 1.098955e-01
-5.900000e-01 8.500000e-01 1.069354e-01
-5.900000e-01 8.700000e-01 1.083959e-01
-5.900000e-01 8.900000e-01 6.811890e-02
-5.900000e-01 9.100000e-01 6.020902e-02
-5.900000e-01 9.300000e-01 7.173849e-02
-5.900000e-01 9.500000e-01 5.121133e-02
-5.900000e-01 9.700000e-01 4.691577e-02
-5.900000e-01 9.900000e-01 4.740106e-02
-5.900000e-01 1.010000e+00 2.188740e-02
-5.900000e-01 1.030000e+00 2.528903e-02
-5.900000e-01 1.050000e+00 1.033872e-02
-5.900000e-01 1.070000e+00 5.022469e-03
-5.900000e-01 1.090000e+00 3.089940e-03
-5.900000e-01 1.110000e+00 1.480282e-04
-5.900000e-01 1.130000e+00 1.290355e-03
-5.900000e-01 1.150000e+00 4.014747e-03
-5.900000e-01 1.170000e+00 2.445382e-04
-5.900000e-01 1.190000e+00 3.511276e-04
-5.900000e-01 1.210000e+00 0.000000e+00
-5.900000e-01 1.230000e+00 0.000000e+00
-5.900000e-01 1.250000e+00 5.354024e-04
-5.900000e-01 1.270000e+00 1.472403e-04
-5.900000e-01 1.290000e+00 1.167243e-03
-5.900000e-01 1.310000e+00 0.000000e+00
-5.900000e-01 1.330000e+00 0.000000e+00
-5.900000e-01 1.350000e+00 1.816041e-04
-5.900000e-01 1.370000e+00 0.000000e+00
-5.900000e-01 1.390000e+00 0.000000e+00
-5.900000e-01 1.410000e+00 0.000000e+00
-5.900000e-01 1.430000e+00 1.291969e-02
-5.900000e-01 1.450000e+00 7.824434e-04
-5.900000e-01 1.470000e+00 0.000000e+00
-5.900000e-01 1.490000e+00 0.000000e+00
-5.700000e-01 -1.490000e+00 0.000000e+00
-5.700000e-01 -1.470000e+00 0.000000e+00
-5.700000e-01 -1.450000e+00 0.000000e+00
-5.700000e-01 -1.430000e+00 0.000000e+00
-5.700000e-01 -1.410000e+00 0.000000e+00
-5.700000e-01 -1.390000e+00 0.000000e+00
-5.700000e-01 -1.370000e+00 0.000000e+00
-5.700000e-01 -1.350000e+00 0.000000e+00
-5.700000e-01 -1.330000e+00 0.000000e+00
-5.700000e-01 -1.310000e+00 0.000000e+00
-5.700000e-01 -1.290000e+00 0.000000e+00
-5.700000e-01 -1.270000e+00 9.235397e-04
-5.700000e-01 -1.250000e+00 0.000000e+00
-5.700000e-01 -1.230000e+00 2.455131e-03
-5.700000e-01 -1.210000e+00 3.635714e-03
-5.700000e-01 -1.190000e+00 5.377959e-04
-5.700000e-01 -1.170000e+00 2.986006e-03
-5.700000e-01 -1.150000e+00 3.556289e-03
-5.700000e-01 -1.130000e+00 7.131938e-03
-5.700000e-01 -1.110000e+00 2.687326e-02
-5.700000e-01 -1.090000e+00 2.604370e-02
-5.700000e-01 -1.070000e+00 4.393337e-02
-5.700000e-01 -1.050000e+00 6.355794e-02
-5.700000e-01 -1.030000e+00 5.736907e-02
-5.700000e-01 -1.010000e+00 9.205711e-02
-5.700000e-01 -9.900000e-01 5.983729e-02
-5.700000e-01 -9.700000e-01 7.693531e-02
-5.700000e-01 -9.500000e-01 1.013045e-01
-5.700000e-01 -9.300000e-01 9.585003e-02
-5.700000e-01 -9.100000e-01 1.270330e-01
-5.700000e-01 -8.900000e-01 1.816081e-01
-5.700000e-01 -8.700000e-01 1.733727e-01
-5.700000e-01 -8.500000e-01 1.387174e-01
-5.700000e-01 -8.300000e-01 2.059591e-01
-5.700000e-01 -8.100000e-01 1.873796e-01
-5.700000e-01 -7.900000e-01 1.850559e-01
-5.700000e-01 -7.700000e-01 1.848608e-01
-5.700000e-01 -7.500000e-01 2.595644e-01
-5.700000e-01 -7.300000e-01 2.443914e-01
-5.700000e-01 -7.100000e-01 2.816951e-01
-5.700000e-01 -6.900000e-01 3.002306e-01
-5.700000e-01 -6.700000e-01 3.282887e-01
-5.700000e-01 -6.500000e-01 3.281735e-01
-5.700000e-01 -6.300000e-01 3.590898e-01
-5.700000e-01 -6.100000e-01 3.765125e-01
-5.700000e-01 -5.900000e-01 3.607952e-01
-5.700000e-01 -5.700000e-01 3.916057e-01
-5.700000e-01 -5.500000e-01 4.369126e-01
-5.700000e-01 -5.300000e-01 4.329450e-01
-5.700000e-01 -5.100000e-01 4.683429e-01
-5.700000e-01 -4.900000e-01 4.271359e-01
-5.700000e-01 -4.700000e-01 4.582656e-01
-5.700000e-01 -4.500000e-01 5.136999e-01
-5.700000e-01 -4.300000e-01 5.137900e-01
-5.700000e-01 -4.100000e-01 4.900250e-01
-5.700000e-01 -3.900000e-01 5.101084e-01
-5.700000e-01 -3.700000e-01 5.813100e-01
-5.700000e-01 -3.500000e-01 5.906614e-01
-5.700000e-01 -3.300000e-01 6.018493e-01
-5.700000e-01 -3.100000e-01 6.824822e-01
-5.700000e-01 -2.900000e-01 6.066176e-01
-5.700000e-01 -2.700000e-01 6.199529e-01
-5.700000e-01 -2.500000e-01 6.394969e-01
