#Flux file (2D) for RDK2
# measurments by Jeff Nico
# extracted and reformatted by Matthew Bales
#Transposed Field (1=true,0=false)
0
# [Start(cm)] [Spacing (cm)] [# of Entries]
-1.49 0.06 150
-1.49 0.06 150
# [x(cm)][y(cm)][Potential (V)]
-1.500000e-01 -3.500000e-01 9.497679e-01
-1.500000e-01 -3.300000e-01 1.000000e+00
-1.500000e-01 -3.100000e-01 9.079276e-01
-1.500000e-01 -2.900000e-01 8.837438e-01
-1.500000e-01 -2.700000e-01 7.820912e-01
-1.500000e-01 -2.500000e-01 8.467378e-01
-1.500000e-01 -2.300000e-01 8.392008e-01
-1.500000e-01 -2.100000e-01 8.350914e-01
-1.500000e-01 -1.900000e-01 8.636793e-01
-1.500000e-01 -1.700000e-01 8.114226e-01
-1.500000e-01 -1.500000e-01 8.777222e-01
-1.500000e-01 -1.300000e-01 8.818866e-01
-1.500000e-01 -1.100000e-01 8.330442e-01
-1.500000e-01 -9.000000e-02 8.748034e-01
-1.500000e-01 -7.000000e-02 8.849841e-01
-1.500000e-01 -5.000000e-02 8.726590e-01
-1.500000e-01 -3.000000e-02 8.932451e-01
-1.500000e-01 -1.000000e-02 9.502675e-01
-1.500000e-01 1.000000e-02 9.123951e-01
-1.500000e-01 3.000000e-02 7.717391e-01
-1.500000e-01 5.000000e-02 8.815775e-01
-1.500000e-01 7.000000e-02 8.056109e-01
-1.500000e-01 9.000000e-02 7.994202e-01
-1.500000e-01 1.100000e-01 8.425915e-01
-1.500000e-01 1.300000e-01 8.498609e-01
-1.500000e-01 1.500000e-01 7.848384e-01
-1.500000e-01 1.700000e-01 9.249567e-01
-1.500000e-01 1.900000e-01 8.789540e-01
-1.500000e-01 2.100000e-01 8.879368e-01
-1.500000e-01 2.300000e-01 8.624688e-01
-1.500000e-01 2.500000e-01 8.800333e-01
-1.500000e-01 2.700000e-01 9.180105e-01
-1.500000e-01 2.900000e-01 8.323143e-01
-1.500000e-01 3.100000e-01 8.636793e-01
-1.500000e-01 3.300000e-01 9.009512e-01
-1.500000e-01 3.500000e-01 8.746501e-01
-1.500000e-01 3.700000e-01 8.729650e-01
-1.500000e-01 3.900000e-01 8.172762e-01
-1.500000e-01 4.100000e-01 7.640650e-01
-1.500000e-01 4.300000e-01 7.646011e-01
-1.500000e-01 4.500000e-01 7.382541e-01
-1.500000e-01 4.700000e-01 6.827216e-01
-1.500000e-01 4.900000e-01 6.681546e-01
-1.500000e-01 5.100000e-01 6.409563e-01
-1.500000e-01 5.300000e-01 5.476608e-01
-1.500000e-01 5.500000e-01 5.129796e-01
-1.500000e-01 5.700000e-01 4.838753e-01
-1.500000e-01 5.900000e-01 5.454561e-01
-1.500000e-01 6.100000e-01 4.987836e-01
-1.500000e-01 6.300000e-01 4.833663e-01
-1.500000e-01 6.500000e-01 4.691651e-01
-1.500000e-01 6.700000e-01 5.119908e-01
-1.500000e-01 6.900000e-01 4.742955e-01
-1.500000e-01 7.100000e-01 4.287124e-01
-1.500000e-01 7.300000e-01 3.757865e-01
-1.500000e-01 7.500000e-01 4.007109e-01
-1.500000e-01 7.700000e-01 3.115043e-01
-1.500000e-01 7.900000e-01 3.209393e-01
-1.500000e-01 8.100000e-01 2.980775e-01
-1.500000e-01 8.300000e-01 2.978160e-01
-1.500000e-01 8.500000e-01 2.471104e-01
-1.500000e-01 8.700000e-01 2.264545e-01
-1.500000e-01 8.900000e-01 2.208369e-01
-1.500000e-01 9.100000e-01 2.214196e-01
-1.500000e-01 9.300000e-01 1.734947e-01
-1.500000e-01 9.500000e-01 1.650156e-01
-1.500000e-01 9.700000e-01 1.594534e-01
-1.500000e-01 9.900000e-01 1.440397e-01
-1.500000e-01 1.010000e+00 1.017697e-01
-1.500000e-01 1.030000e+00 1.101669e-01
-1.500000e-01 1.050000e+00 8.817974e-02
-1.500000e-01 1.070000e+00 5.715619e-02
-1.500000e-01 1.090000e+00 4.464112e-02
-1.500000e-01 1.110000e+00 3.446111e-02
-1.500000e-01 1.130000e+00 2.820914e-02
-1.500000e-01 1.150000e+00 2.028108e-02
-1.500000e-01 1.170000e+00 6.774633e-03
-1.500000e-01 1.190000e+00 8.943019e-03
-1.500000e-01 1.210000e+00 3.975286e-03
-1.500000e-01 1.230000e+00 9.062673e-04
-1.500000e-01 1.250000e+00 0.000000e+00
-1.500000e-01 1.270000e+00 3.016982e-04
-1.500000e-01 1.290000e+00 1.713764e-04
-1.500000e-01 1.310000e+00 0.000000e+00
-1.500000e-01 1.330000e+00 3.428158e-04
-1.500000e-01 1.350000e+00 0.000000e+00
-1.500000e-01 1.370000e+00 0.000000e+00
-1.500000e-01 1.390000e+00 0.000000e+00
-1.500000e-01 1.410000e+00 4.557084e-03
-1.500000e-01 1.430000e+00 0.000000e+00
-1.500000e-01 1.450000e+00 0.000000e+00
-1.500000e-01 1.470000e+00 0.000000e+00
-1.500000e-01 1.490000e+00 1.133780e-03
-1.300000e-01 -1.490000e+00 0.000000e+00
-1.300000e-01 -1.470000e+00 0.000000e+00
-1.300000e-01 -1.450000e+00 0.000000e+00
-1.300000e-01 -1.430000e+00 0.000000e+00
-1.300000e-01 -1.410000e+00 6.887536e-04
-1.300000e-01 -1.390000e+00 1.207998e-03
-1.300000e-01 -1.370000e+00 0.000000e+00
-1.300000e-01 -1.350000e+00 5.121871e-03
-1.300000e-01 -1.330000e+00 3.766114e-03
-1.300000e-01 -1.310000e+00 4.388187e-03
-1.300000e-01 -1.290000e+00 1.527892e-02
-1.300000e-01 -1.270000e+00 1.205548e-02
-1.300000e-01 -1.250000e+00 1.604524e-02
-1.300000e-01 -1.230000e+00 3.590278e-02
-1.300000e-01 -1.210000e+00 5.339845e-02
-1.300000e-01 -1.190000e+00 7.435747e-02
-1.300000e-01 -1.170000e+00 6.605569e-02
-1.300000e-01 -1.150000e+00 8.357513e-02
-1.300000e-01 -1.130000e+00 8.235998e-02
-1.300000e-01 -1.110000e+00 1.022371e-01
-1.300000e-01 -1.090000e+00 1.257648e-01
-1.300000e-01 -1.070000e+00 1.552748e-01
-1.300000e-01 -1.050000e+00 1.513916e-01
-1.300000e-01 -1.030000e+00 1.510459e-01
-1.300000e-01 -1.010000e+00 1.915079e-01
-1.300000e-01 -9.900000e-01 1.968306e-01
-1.300000e-01 -9.700000e-01 2.285725e-01
-1.300000e-01 -9.500000e-01 2.086911e-01
-1.300000e-01 -9.300000e-01 2.926335e-01
-1.300000e-01 -9.100000e-01 2.834313e-01
-1.300000e-01 -8.900000e-01 3.132039e-01
-1.300000e-01 -8.700000e-01 3.527194e-01
-1.300000e-01 -8.500000e-01 3.578945e-01
-1.300000e-01 -8.300000e-01 3.891399e-01
-1.300000e-01 -8.100000e-01 3.918806e-01
-1.300000e-01 -7.900000e-01 4.413034e-01
-1.300000e-01 -7.700000e-01 4.565805e-01
-1.300000e-01 -7.500000e-01 4.668664e-01
-1.300000e-01 -7.300000e-01 5.060981e-01
-1.300000e-01 -7.100000e-01 5.594069e-01
-1.300000e-01 -6.900000e-01 5.790716e-01
-1.300000e-01 -6.700000e-01 5.921133e-01
-1.300000e-01 -6.500000e-01 6.177824e-01
-1.300000e-01 -6.300000e-01 5.944022e-01
-1.300000e-01 -6.100000e-01 6.184327e-01
-1.300000e-01 -5.900000e-01 7.408475e-01
-1.300000e-01 -5.700000e-01 7.588583e-01
-1.300000e-01 -5.500000e-01 7.794902e-01
-1.300000e-01 -5.300000e-01 7.641990e-01
-1.300000e-01 -5.100000e-01 7.478951e-01
-1.300000e-01 -4.900000e-01 8.220183e-01
-1.300000e-01 -4.700000e-01 8.746501e-01
-1.300000e-01 -4.500000e-01 8.940284e-01
-1.300000e-01 -4.300000e-01 9.467757e-01
-1.300000e-01 -4.100000e-01 9.628436e-01
-1.300000e-01 -3.900000e-01 8.434783e-01
-1.300000e-01 -3.700000e-01 9.064962e-01
-1.300000e-01 -3.500000e-01 8.818866e-01
-1.300000e-01 -3.300000e-01 8.641336e-01
-1.300000e-01 -3.100000e-01 8.555415e-01
-1.300000e-01 -2.900000e-01 8.387595e-01
-1.300000e-01 -2.700000e-01 9.045912e-01
-1.300000e-01 -2.500000e-01 9.344093e-01
-1.300000e-01 -2.300000e-01 9.309757e-01
-1.300000e-01 -2.100000e-01 8.993732e-01
-1.300000e-01 -1.900000e-01 8.797248e-01
-1.300000e-01 -1.700000e-01 8.177062e-01
-1.300000e-01 -1.500000e-01 9.319554e-01
-1.300000e-01 -1.300000e-01 9.257678e-01
-1.300000e-01 -1.100000e-01 9.092018e-01
-1.300000e-01 -9.000000e-02 8.650431e-01
-1.300000e-01 -7.000000e-02 8.308564e-01
-1.300000e-01 -5.000000e-02 8.085824e-01
-1.300000e-01 -3.000000e-02 8.600530e-01
-1.300000e-01 -1.000000e-02 8.740370e-01
-1.300000e-01 1.000000e-02 8.948124e-01
-1.300000e-01 3.000000e-02 9.204277e-01
-1.300000e-01 5.000000e-02 9.324457e-01
-1.300000e-01 7.000000e-02 8.638307e-01
-1.300000e-01 9.000000e-02 7.974604e-01
-1.300000e-01 1.100000e-01 8.298374e-01
-1.300000e-01 1.300000e-01 8.210101e-01
-1.300000e-01 1.500000e-01 7.735001e-01
-1.300000e-01 1.700000e-01 9.213963e-01
-1.300000e-01 1.900000e-01 8.275129e-01
-1.300000e-01 2.100000e-01 9.334269e-01
-1.300000e-01 2.300000e-01 8.645882e-01
-1.300000e-01 2.500000e-01 8.553915e-01
-1.300000e-01 2.700000e-01 8.061761e-01
-1.300000e-01 2.900000e-01 8.515014e-01
-1.300000e-01 3.100000e-01 7.852513e-01
-1.300000e-01 3.300000e-01 9.257678e-01
-1.300000e-01 3.500000e-01 8.688427e-01
-1.300000e-01 3.700000e-01 6.982177e-01
-1.300000e-01 3.900000e-01 8.187103e-01
-1.300000e-01 4.100000e-01 7.667490e-01
-1.300000e-01 4.300000e-01 7.914711e-01
-1.300000e-01 4.500000e-01 7.779883e-01
-1.300000e-01 4.700000e-01 7.475018e-01
-1.300000e-01 4.900000e-01 6.082154e-01
-1.300000e-01 5.100000e-01 6.056609e-01
-1.300000e-01 5.300000e-01 5.716051e-01
-1.300000e-01 5.500000e-01 6.257416e-01
-1.300000e-01 5.700000e-01 6.070432e-01
-1.300000e-01 5.900000e-01 5.605854e-01
-1.300000e-01 6.100000e-01 5.346586e-01
-1.300000e-01 6.300000e-01 4.744619e-01
-1.300000e-01 6.500000e-01 4.993088e-01
-1.300000e-01 6.700000e-01 4.878809e-01
-1.300000e-01 6.900000e-01 4.421558e-01
-1.300000e-01 7.100000e-01 4.011329e-01
-1.300000e-01 7.300000e-01 3.844570e-01
-1.300000e-01 7.500000e-01 3.669247e-01
-1.300000e-01 7.700000e-01 3.550171e-01
-1.300000e-01 7.900000e-01 3.436762e-01
-1.300000e-01 8.100000e-01 3.580202e-01
-1.300000e-01 8.300000e-01 3.208267e-01
-1.300000e-01 8.500000e-01 2.664450e-01
-1.300000e-01 8.700000e-01 2.619913e-01
-1.300000e-01 8.900000e-01 1.946293e-01
-1.300000e-01 9.100000e-01 1.858055e-01
-1.300000e-01 9.300000e-01 1.892329e-01
-1.300000e-01 9.500000e-01 1.399185e-01
-1.300000e-01 9.700000e-01 1.493288e-01
-1.300000e-01 9.900000e-01 1.396971e-01
-1.300000e-01 1.010000e+00 1.182700e-01
-1.300000e-01 1.030000e+00 1.128775e-01
-1.300000e-01 1.050000e+00 6.753151e-02
-1.300000e-01 1.070000e+00 5.026694e-02
-1.300000e-01 1.090000e+00 6.762706e-02
-1.300000e-01 1.110000e+00 3.360560e-02
-1.300000e-01 1.130000e+00 4.035583e-02
-1.300000e-01 1.150000e+00 2.457778e-02
-1.300000e-01 1.170000e+00 5.059045e-03
-1.300000e-01 1.190000e+00 1.460638e-02
-1.300000e-01 1.210000e+00 1.396666e-04
-1.300000e-01 1.230000e+00 6.241757e-03
-1.300000e-01 1.250000e+00 0.000000e+00
-1.300000e-01 1.270000e+00 0.000000e+00
-1.300000e-01 1.290000e+00 1.698753e-06
-1.300000e-01 1.310000e+00 2.269790e-03
-1.300000e-01 1.330000e+00 3.260838e-04
-1.300000e-01 1.350000e+00 2.038773e-04
-1.300000e-01 1.370000e+00 1.714736e-03
-1.300000e-01 1.390000e+00 0.000000e+00
-1.300000e-01 1.410000e+00 0.000000e+00
-1.300000e-01 1.430000e+00 0.000000e+00
-1.300000e-01 1.450000e+00 0.000000e+00
-1.300000e-01 1.470000e+00 0.000000e+00
-1.300000e-01 1.490000e+00 1.927702e-03
-1.100000e-01 -1.490000e+00 1.952194e-03
-1.100000e-01 -1.470000e+00 3.924018e-04
-1.100000e-01 -1.450000e+00 2.343674e-03
-1.100000e-01 -1.430000e+00 6.817630e-04
-1.100000e-01 -1.410000e+00 6.427866e-04
-1.100000e-01 -1.390000e+00 5.547047e-03
-1.100000e-01 -1.370000e+00 2.426347e-03
-1.100000e-01 -1.350000e+00 0.000000e+00
-1.100000e-01 -1.330000e+00 2.406254e-03
-1.100000e-01 -1.310000e+00 4.902569e-03
-1.100000e-01 -1.290000e+00 1.297904e-02
-1.100000e-01 -1.270000e+00 1.127769e-02
-1.100000e-01 -1.250000e+00 2.704224e-02
-1.100000e-01 -1.230000e+00 3.380394e-02
-1.100000e-01 -1.210000e+00 4.055723e-02
-1.100000e-01 -1.190000e+00 4.055723e-02
-1.100000e-01 -1.170000e+00 6.741225e-02
-1.100000e-01 -1.150000e+00 8.828868e-02
-1.100000e-01 -1.130000e+00 1.063342e-01
-1.100000e-01 -1.110000e+00 9.719420e-02
-1.100000e-01 -1.090000e+00 1.111610e-01
-1.100000e-01 -1.070000e+00 1.154712e-01
-1.100000e-01 -1.050000e+00 1.492238e-01
-1.100000e-01 -1.030000e+00 1.799557e-01
-1.100000e-01 -1.010000e+00 1.780051e-01
-1.100000e-01 -9.900000e-01 1.922498e-01
-1.100000e-01 -9.700000e-01 2.338107e-01
-1.100000e-01 -9.500000e-01 2.521516e-01
-1.100000e-01 -9.300000e-01 2.653246e-01
-1.100000e-01 -9.100000e-01 2.974503e-01
-1.100000e-01 -8.900000e-01 3.384093e-01
-1.100000e-01 -8.700000e-01 3.840524e-01
-1.100000e-01 -8.500000e-01 3.849295e-01
-1.100000e-01 -8.300000e-01 4.173579e-01
-1.100000e-01 -8.100000e-01 3.905764e-01
-1.100000e-01 -7.900000e-01 4.939082e-01
-1.100000e-01 -7.700000e-01 4.588287e-01
-1.100000e-01 -7.500000e-01 4.978221e-01
-1.100000e-01 -7.300000e-01 5.134296e-01
-1.100000e-01 -7.100000e-01 5.387060e-01
-1.100000e-01 -6.900000e-01 6.379288e-01
-1.100000e-01 -6.700000e-01 5.542313e-01
-1.100000e-01 -6.500000e-01 5.473727e-01
-1.100000e-01 -6.300000e-01 6.391605e-01
-1.100000e-01 -6.100000e-01 6.828413e-01
-1.100000e-01 -5.900000e-01 7.607233e-01
-1.100000e-01 -5.700000e-01 7.245330e-01
-1.100000e-01 -5.500000e-01 7.377366e-01
-1.100000e-01 -5.300000e-01 7.236443e-01
-1.100000e-01 -5.100000e-01 7.678252e-01
-1.100000e-01 -4.900000e-01 8.451065e-01
-1.100000e-01 -4.700000e-01 8.077323e-01
-1.100000e-01 -4.500000e-01 7.804474e-01
-1.100000e-01 -4.300000e-01 8.754171e-01
-1.100000e-01 -4.100000e-01 9.225277e-01
-1.100000e-01 -3.900000e-01 8.959112e-01
-1.100000e-01 -3.700000e-01 9.205890e-01
-1.100000e-01 -3.500000e-01 8.605054e-01
-1.100000e-01 -3.300000e-01 9.192989e-01
-1.100000e-01 -3.100000e-01 8.884039e-01
-1.100000e-01 -2.900000e-01 8.792623e-01
-1.100000e-01 -2.700000e-01 8.734243e-01
-1.100000e-01 -2.500000e-01 8.100013e-01
-1.100000e-01 -2.300000e-01 8.589982e-01
-1.100000e-01 -2.100000e-01 9.317921e-01
-1.100000e-01 -1.900000e-01 9.616629e-01
-1.100000e-01 -1.700000e-01 9.031651e-01
-1.100000e-01 -1.500000e-01 8.417057e-01
-1.100000e-01 -1.300000e-01 8.659535e-01
-1.100000e-01 -1.100000e-01 9.159208e-01
-1.100000e-01 -9.000000e-02 7.887007e-01
-1.100000e-01 -7.000000e-02 8.249056e-01
-1.100000e-01 -5.000000e-02 8.715887e-01
-1.100000e-01 -3.000000e-02 8.795706e-01
-1.100000e-01 -1.000000e-02 8.387595e-01
-1.100000e-01 1.000000e-02 8.671688e-01
-1.100000e-01 3.000000e-02 8.368501e-01
-1.100000e-01 5.000000e-02 8.522481e-01
-1.100000e-01 7.000000e-02 8.962253e-01
-1.100000e-01 9.000000e-02 8.296919e-01
-1.100000e-01 1.100000e-01 7.722805e-01
-1.100000e-01 1.300000e-01 8.452547e-01
-1.100000e-01 1.500000e-01 8.780300e-01
-1.100000e-01 1.700000e-01 9.301600e-01
-1.100000e-01 1.900000e-01 8.780300e-01
-1.100000e-01 2.100000e-01 8.428870e-01
-1.100000e-01 2.300000e-01 8.992155e-01
-1.100000e-01 2.500000e-01 7.960635e-01
-1.100000e-01 2.700000e-01 8.037769e-01
-1.100000e-01 2.900000e-01 7.667490e-01
-1.100000e-01 3.100000e-01 8.142728e-01
-1.100000e-01 3.300000e-01 8.685381e-01
-1.100000e-01 3.500000e-01 8.420008e-01
-1.100000e-01 3.700000e-01 7.837383e-01
-1.100000e-01 3.900000e-01 7.987197e-01
-1.100000e-01 4.100000e-01 8.259186e-01
-1.100000e-01 4.300000e-01 7.319387e-01
-1.100000e-01 4.500000e-01 6.969945e-01
-1.100000e-01 4.700000e-01 6.334699e-01
-1.100000e-01 4.900000e-01 6.459208e-01
-1.100000e-01 5.100000e-01 6.612778e-01
-1.100000e-01 5.300000e-01 5.954455e-01
-1.100000e-01 5.500000e-01 6.487586e-01
-1.100000e-01 5.700000e-01 6.430954e-01
-1.100000e-01 5.900000e-01 6.132490e-01
-1.100000e-01 6.100000e-01 5.607821e-01
-1.100000e-01 6.300000e-01 5.614710e-01
-1.100000e-01 6.500000e-01 4.926104e-01
-1.100000e-01 6.700000e-01 4.499019e-01
-1.100000e-01 6.900000e-01 4.456601e-01
-1.100000e-01 7.100000e-01 4.304457e-01
-1.100000e-01 7.300000e-01 4.231084e-01
-1.100000e-01 7.500000e-01 3.721119e-01
-1.100000e-01 7.700000e-01 3.560153e-01
-1.100000e-01 7.900000e-01 3.963060e-01
-1.100000e-01 8.100000e-01 3.437366e-01
-1.100000e-01 8.300000e-01 2.902799e-01
-1.100000e-01 8.500000e-01 2.832821e-01
-1.100000e-01 8.700000e-01 2.258983e-01
-1.100000e-01 8.900000e-01 2.192906e-01
-1.100000e-01 9.100000e-01 1.894325e-01
-1.100000e-01 9.300000e-01 1.686528e-01
-1.100000e-01 9.500000e-01 1.690982e-01
-1.100000e-01 9.700000e-01 1.361781e-01
-1.100000e-01 9.900000e-01 1.090855e-01
-1.100000e-01 1.010000e+00 1.241808e-01
-1.100000e-01 1.030000e+00 1.111218e-01
-1.100000e-01 1.050000e+00 8.786921e-02
-1.100000e-01 1.070000e+00 7.873535e-02
-1.100000e-01 1.090000e+00 5.416060e-02
-1.100000e-01 1.110000e+00 5.174049e-02
-1.100000e-01 1.130000e+00 3.247992e-02
-1.100000e-01 1.150000e+00 2.189529e-02
-1.100000e-01 1.170000e+00 1.684242e-02
-1.100000e-01 1.190000e+00 5.602232e-03
-1.100000e-01 1.210000e+00 2.715756e-03
-1.100000e-01 1.230000e+00 5.786440e-04
-1.100000e-01 1.250000e+00 5.330140e-04
-1.100000e-01 1.270000e+00 0.000000e+00
-1.100000e-01 1.290000e+00 9.353440e-04
-1.100000e-01 1.310000e+00 8.754094e-04
-1.100000e-01 1.330000e+00 1.955328e-03
-1.100000e-01 1.350000e+00 2.969615e-04
-1.100000e-01 1.370000e+00 2.120851e-03
-1.100000e-01 1.390000e+00 0.000000e+00
-1.100000e-01 1.410000e+00 0.000000e+00
-1.100000e-01 1.430000e+00 0.000000e+00
-1.100000e-01 1.450000e+00 0.000000e+00
-1.100000e-01 1.470000e+00 1.591891e-03
-1.100000e-01 1.490000e+00 0.000000e+00
-9.000000e-02 -1.490000e+00 6.625723e-05
-9.000000e-02 -1.470000e+00 6.414789e-04
-9.000000e-02 -1.450000e+00 0.000000e+00
-9.000000e-02 -1.430000e+00 4.569465e-04
-9.000000e-02 -1.410000e+00 2.728871e-05
-9.000000e-02 -1.390000e+00 4.899124e-04
-9.000000e-02 -1.370000e+00 0.000000e+00
-9.000000e-02 -1.350000e+00 6.310439e-03
-9.000000e-02 -1.330000e+00 1.981102e-04
-9.000000e-02 -1.310000e+00 5.549201e-03
-9.000000e-02 -1.290000e+00 3.984918e-03
-9.000000e-02 -1.270000e+00 1.407502e-02
-9.000000e-02 -1.250000e+00 2.165225e-02
-9.000000e-02 -1.230000e+00 1.831304e-02
-9.000000e-02 -1.210000e+00 3.708548e-02
-9.000000e-02 -1.190000e+00 5.586552e-02
-9.000000e-02 -1.170000e+00 8.853819e-02
-9.000000e-02 -1.150000e+00 9.928941e-02
-9.000000e-02 -1.130000e+00 8.054875e-02
-9.000000e-02 -1.110000e+00 1.015189e-01
-9.000000e-02 -1.090000e+00 1.224011e-01
-9.000000e-02 -1.070000e+00 1.273688e-01
-9.000000e-02 -1.050000e+00 1.828894e-01
-9.000000e-02 -1.030000e+00 1.528901e-01
-9.000000e-02 -1.010000e+00 1.757355e-01
-9.000000e-02 -9.900000e-01 2.297398e-01
-9.000000e-02 -9.700000e-01 2.551358e-01
-9.000000e-02 -9.500000e-01 2.527723e-01
-9.000000e-02 -9.300000e-01 2.705464e-01
-9.000000e-02 -9.100000e-01 3.100315e-01
-9.000000e-02 -8.900000e-01 3.532770e-01
-9.000000e-02 -8.700000e-01 3.687967e-01
-9.000000e-02 -8.500000e-01 3.699634e-01
-9.000000e-02 -8.300000e-01 3.845919e-01
-9.000000e-02 -8.100000e-01 4.395264e-01
-9.000000e-02 -7.900000e-01 4.148029e-01
-9.000000e-02 -7.700000e-01 4.115409e-01
-9.000000e-02 -7.500000e-01 5.518065e-01
-9.000000e-02 -7.300000e-01 5.062756e-01
-9.000000e-02 -7.100000e-01 5.006242e-01
-9.000000e-02 -6.900000e-01 5.261007e-01
-9.000000e-02 -6.700000e-01 5.751245e-01
-9.000000e-02 -6.500000e-01 5.792747e-01
-9.000000e-02 -6.300000e-01 6.675690e-01
-9.000000e-02 -6.100000e-01 6.681546e-01
-9.000000e-02 -5.900000e-01 6.502392e-01
-9.000000e-02 -5.700000e-01 7.579275e-01
-9.000000e-02 -5.500000e-01 7.279712e-01
-9.000000e-02 -5.300000e-01 6.889750e-01
-9.000000e-02 -5.100000e-01 7.992801e-01
-9.000000e-02 -4.900000e-01 7.823654e-01
-9.000000e-02 -4.700000e-01 8.414106e-01
-9.000000e-02 -4.500000e-01 7.714685e-01
-9.000000e-02 -4.300000e-01 8.506062e-01
-9.000000e-02 -4.100000e-01 8.278031e-01
-9.000000e-02 -3.900000e-01 8.343597e-01
-9.000000e-02 -3.700000e-01 8.405260e-01
-9.000000e-02 -3.500000e-01 9.769552e-01
-9.000000e-02 -3.300000e-01 8.361169e-01
-9.000000e-02 -3.100000e-01 8.751102e-01
-9.000000e-02 -2.900000e-01 9.184934e-01
-9.000000e-02 -2.700000e-01 8.473318e-01
-9.000000e-02 -2.500000e-01 8.464410e-01
-9.000000e-02 -2.300000e-01 8.659535e-01
-9.000000e-02 -2.100000e-01 8.888712e-01
-9.000000e-02 -1.900000e-01 9.178496e-01
-9.000000e-02 -1.700000e-01 8.589982e-01
-9.000000e-02 -1.500000e-01 8.041997e-01
-9.000000e-02 -1.300000e-01 8.720473e-01
-9.000000e-02 -1.100000e-01 8.859155e-01
-9.000000e-02 -9.000000e-02 9.139960e-01
-9.000000e-02 -7.000000e-02 8.916806e-01
-9.000000e-02 -5.000000e-02 8.352378e-01
-9.000000e-02 -3.000000e-02 7.682291e-01
-9.000000e-02 -1.000000e-02 8.034951e-01
-9.000000e-02 1.000000e-02 8.562918e-01
-9.000000e-02 3.000000e-02 7.556718e-01
-9.000000e-02 5.000000e-02 7.887007e-01
-9.000000e-02 7.000000e-02 8.685381e-01
-9.000000e-02 9.000000e-02 8.708251e-01
-9.000000e-02 1.100000e-01 8.114226e-01
-9.000000e-02 1.300000e-01 8.905870e-01
-9.000000e-02 1.500000e-01 8.522481e-01
-9.000000e-02 1.700000e-01 8.553915e-01
-9.000000e-02 1.900000e-01 8.027910e-01
-9.000000e-02 2.100000e-01 8.128464e-01
-9.000000e-02 2.300000e-01 8.218742e-01
-9.000000e-02 2.500000e-01 7.373486e-01
-9.000000e-02 2.700000e-01 7.632617e-01
-9.000000e-02 2.900000e-01 7.513122e-01
-9.000000e-02 3.100000e-01 8.570427e-01
-9.000000e-02 3.300000e-01 8.172762e-01
-9.000000e-02 3.500000e-01 7.691726e-01
-9.000000e-02 3.700000e-01 8.629225e-01
-9.000000e-02 3.900000e-01 8.011038e-01
-9.000000e-02 4.100000e-01 6.994431e-01
-9.000000e-02 4.300000e-01 6.987076e-01
-9.000000e-02 4.500000e-01 7.943905e-01
-9.000000e-02 4.700000e-01 7.973206e-01
-9.000000e-02 4.900000e-01 6.869243e-01
-9.000000e-02 5.100000e-01 6.898212e-01
-9.000000e-02 5.300000e-01 6.882506e-01
-9.000000e-02 5.500000e-01 6.353611e-01
-9.000000e-02 5.700000e-01 6.037521e-01
-9.000000e-02 5.900000e-01 5.875620e-01
-9.000000e-02 6.100000e-01 5.731108e-01
-9.000000e-02 6.300000e-01 5.120806e-01
-9.000000e-02 6.500000e-01 5.076094e-01
-9.000000e-02 6.700000e-01 4.095242e-01
-9.000000e-02 6.900000e-01 4.569010e-01
-9.000000e-02 7.100000e-01 4.570613e-01
-9.000000e-02 7.300000e-01 3.796305e-01
-9.000000e-02 7.500000e-01 3.628906e-01
-9.000000e-02 7.700000e-01 4.010626e-01
-9.000000e-02 7.900000e-01 3.521628e-01
-9.000000e-02 8.100000e-01 2.718797e-01
-9.000000e-02 8.300000e-01 2.321330e-01
-9.000000e-02 8.500000e-01 2.970328e-01
-9.000000e-02 8.700000e-01 2.443485e-01
-9.000000e-02 8.900000e-01 2.292964e-01
-9.000000e-02 9.100000e-01 2.045885e-01
-9.000000e-02 9.300000e-01 1.963470e-01
-9.000000e-02 9.500000e-01 1.780990e-01
-9.000000e-02 9.700000e-01 1.573641e-01
-9.000000e-02 9.900000e-01 1.238534e-01
-9.000000e-02 1.010000e+00 1.008236e-01
-9.000000e-02 1.030000e+00 8.782272e-02
-9.000000e-02 1.050000e+00 7.439688e-02
-9.000000e-02 1.070000e+00 7.601709e-02
-9.000000e-02 1.090000e+00 4.178663e-02
-9.000000e-02 1.110000e+00 4.696575e-02
-9.000000e-02 1.130000e+00 3.907051e-02
-9.000000e-02 1.150000e+00 2.596446e-02
-9.000000e-02 1.170000e+00 1.417824e-02
-9.000000e-02 1.190000e+00 6.724406e-03
-9.000000e-02 1.210000e+00 6.379985e-04
-9.000000e-02 1.230000e+00 8.669435e-03
-9.000000e-02 1.250000e+00 0.000000e+00
-9.000000e-02 1.270000e+00 0.000000e+00
-9.000000e-02 1.290000e+00 1.294005e-03
-9.000000e-02 1.310000e+00 0.000000e+00
-9.000000e-02 1.330000e+00 0.000000e+00
-9.000000e-02 1.350000e+00 2.757165e-06
-9.000000e-02 1.370000e+00 1.057947e-03
-9.000000e-02 1.390000e+00 0.000000e+00
-9.000000e-02 1.410000e+00 0.000000e+00
-9.000000e-02 1.430000e+00 0.000000e+00
-9.000000e-02 1.450000e+00 0.000000e+00
-9.000000e-02 1.470000e+00 0.000000e+00
-9.000000e-02 1.490000e+00 0.000000e+00
-7.000000e-02 -1.490000e+00 1.872042e-03
